# Created by Octave 2.0.17, Thu Sep 28 15:51:03 2006 <sugaya@raspberry>
# name: DATA1
# type: matrix
# rows: 25
# columns: 2

-2.0000000000000000e+02		-2.0000000000000000e+02		
-1.7477360327542337e+02		-8.7386801637711685e+01		
-1.5519815245204083e+02		0.0000000000000000e+00		
-1.7477360327542337e+02		8.7386801637711685e+01		
-2.0000000000000000e+02		2.0000000000000000e+02		
-1.0000000000000000e+02		-2.0000000000000000e+02		
-8.7386801637711685e+01		-8.7386801637711685e+01		
-7.7599076226020415e+01		0.0000000000000000e+00		
-8.7386801637711685e+01		8.7386801637711685e+01		
-1.0000000000000000e+02		2.0000000000000000e+02		
0.0000000000000000e+00		-2.0000000000000000e+02		
0.0000000000000000e+00		-8.7386801637711685e+01		
0.0000000000000000e+00		0.0000000000000000e+00		
0.0000000000000000e+00		8.7386801637711685e+01		
0.0000000000000000e+00		2.0000000000000000e+02		
1.0000000000000000e+02		-2.0000000000000000e+02		
8.7386801637711685e+01		-8.7386801637711685e+01		
7.7599076226020415e+01		0.0000000000000000e+00		
8.7386801637711685e+01		8.7386801637711685e+01		
1.0000000000000000e+02		2.0000000000000000e+02		
2.0000000000000000e+02		-2.0000000000000000e+02		
1.7477360327542337e+02		-8.7386801637711685e+01		
1.5519815245204083e+02		0.0000000000000000e+00		
1.7477360327542337e+02		8.7386801637711685e+01		
2.0000000000000000e+02		2.0000000000000000e+02		
